sample;site;%_seagrass;%_algae;%_epiphyte;shoot_density;Cr;Cs;Hu;Ho;Th;Tc;Ea;Si;Hs;sand;species;diversity;evenness;canopy;leaf;width;no_leaves1
35;Unguja Ukuu;70.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;21.00;21.00;1.50;3.00
35;Unguja Ukuu;65.00;0.00;0.00;128.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;18.67;18.67;1.50;4.00
35;Unguja Ukuu;65.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;19.00;19.00;1.50;5.00
35;Unguja Ukuu;60.00;0.00;0.00;136.00;0.00;0.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;18.00;18.00;1.50;5.00
35;Unguja Ukuu;60.00;0.00;0.00;128.00;0.00;0.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;18.67;18.67;1.50;4.00
35;Unguja Ukuu;100.00;0.00;3.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;27.33;8.33;1.50;8.00
35;Unguja Ukuu;65.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;19.33;19.33;1.50;4.00
35;Unguja Ukuu;70.00;0.00;0.00;124.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;21.33;21.33;1.50;5.00
35;Unguja Ukuu;60.00;0.00;0.00;128.00;0.00;0.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;21.33;21.33;1.50;3.00
35;Unguja Ukuu;68.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;32.00;1.00;1.00;1.00;19.33;19.33;1.50;4.00
35;Unguja Ukuu;70.00;0.00;0.00;136.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;16.67;16.67;1.50;5.00
35;Unguja Ukuu;72.00;0.00;0.00;116.00;0.00;0.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;28.00;1.00;1.00;1.00;23.33;23.33;1.50;5.00
35;Unguja Ukuu;70.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;21.00;21.00;1.50;5.00
35;Unguja Ukuu;68.00;0.00;0.00;128.00;0.00;0.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;32.00;1.00;1.00;1.00;20.67;20.67;1.50;4.00
35;Unguja Ukuu;65.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;22.00;22.00;1.50;4.00
35;Unguja Ukuu;60.00;0.00;0.00;116.00;0.00;0.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;20.33;20.33;1.50;5.00
35;Unguja Ukuu;100.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;25.33;8.00;1.50;7.00
35;Unguja Ukuu;100.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;24.67;7.33;1.50;8.00
35;Unguja Ukuu;100.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;25.00;8.33;1.50;7.00
35;Unguja Ukuu;70.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;19.00;19.00;1.50;3.00
35;Unguja Ukuu;65.00;0.00;0.00;124.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;18.67;18.67;1.50;4.00
35;Unguja Ukuu;70.00;0.00;0.00;116.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;17.67;17.67;1.50;4.00
36;Unguja Ukuu;100.00;0.00;2.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;55.33;13.33;2.00;7.00
36;Unguja Ukuu;100.00;0.00;2.00;124.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;59.67;14.67;2.00;7.00
36;Unguja Ukuu;100.00;0.00;2.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;57.00;14.67;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;50.33;13.67;2.00;8.00
36;Unguja Ukuu;100.00;0.00;5.00;92.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;55.67;12.33;2.00;7.00
36;Unguja Ukuu;100.00;0.00;2.00;116.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;57.67;14.33;2.00;7.00
36;Unguja Ukuu;100.00;0.00;2.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;55.33;12.67;2.00;6.00
36;Unguja Ukuu;100.00;0.00;2.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;53.00;15.00;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;68.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;52.67;15.67;2.00;8.00
36;Unguja Ukuu;100.00;0.00;5.00;108.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;58.00;12.00;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;116.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;58.33;14.67;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;59.33;14.00;2.00;6.00
36;Unguja Ukuu;100.00;0.00;2.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;52.00;13.67;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;54.33;14.33;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;76.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;54.00;14.00;2.00;5.00
36;Unguja Ukuu;100.00;0.00;5.00;88.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;62.00;13.00;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;56.67;13.67;2.00;7.00
36;Unguja Ukuu;100.00;0.00;2.00;84.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;56.00;13.67;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;116.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;60.33;14.33;2.00;6.00
36;Unguja Ukuu;100.00;0.00;5.00;72.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;54.67;14.67;2.00;7.00
36;Unguja Ukuu;100.00;0.00;5.00;96.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;58.33;13.33;2.00;8.00
36;Unguja Ukuu;100.00;0.00;1.00;100.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;57.00;14.67;2.00;7.00
37;Kilimani;45.00;0.00;2.00;84.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;1.00;1.00;1.00;12.33;12.33;1.00;3.00
37;Kilimani;48.00;0.00;0.00;92.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.00;1.00;1.00;1.00;13.67;13.67;1.00;4.00
37;Kilimani;50.00;0.00;0.00;100.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;1.00;1.00;1.00;14.33;14.33;1.00;4.00
37;Kilimani;45.00;0.00;0.00;96.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;1.00;1.00;1.00;11.00;11.00;1.00;3.00
37;Kilimani;36.00;0.00;5.00;72.00;0.00;36.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;64.00;1.00;1.00;1.00;12.33;12.33;1.00;4.00
37;Kilimani;50.00;0.00;0.00;104.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;1.00;1.00;1.00;13.33;13.33;1.00;5.00
37;Kilimani;55.00;0.00;0.00;112.00;0.00;55.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45.00;1.00;1.00;1.00;12.00;12.00;1.00;4.00
37;Kilimani;45.00;0.00;0.00;92.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;1.00;1.00;1.00;13.33;13.33;1.00;4.00
37;Kilimani;48.00;0.00;5.00;92.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.00;1.00;1.00;1.00;13.00;13.00;1.00;5.00
37;Kilimani;52.00;0.00;2.00;100.00;0.00;52.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.00;1.00;1.00;1.00;11.00;11.00;1.00;4.00
37;Kilimani;50.00;0.00;2.00;96.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;1.00;1.00;1.00;14.00;14.00;1.00;3.00
37;Kilimani;38.00;0.00;0.00;76.00;0.00;38.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;62.00;1.00;1.00;1.00;13.00;13.00;1.00;3.00
37;Kilimani;28.00;0.00;0.00;60.00;0.00;28.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;72.00;1.00;1.00;1.00;13.67;13.67;1.00;4.00
37;Kilimani;48.00;0.00;2.00;84.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.00;1.00;1.00;1.00;13.67;13.67;1.00;3.00
37;Kilimani;55.00;0.00;2.00;112.00;0.00;55.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45.00;1.00;1.00;1.00;15.00;15.00;1.00;4.00
37;Kilimani;45.00;0.00;5.00;84.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;1.00;1.00;1.00;12.33;12.33;1.00;4.00
37;Kilimani;42.00;0.00;5.00;80.00;0.00;42.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;58.00;1.00;1.00;1.00;11.33;11.33;1.00;5.00
37;Kilimani;50.00;0.00;10.00;96.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;1.00;1.00;1.00;10.67;10.67;1.00;4.00
37;Kilimani;53.00;0.00;0.00;104.00;0.00;53.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;47.00;1.00;1.00;1.00;13.00;13.00;1.00;4.00
37;Kilimani;47.00;0.00;0.00;88.00;0.00;47.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.00;1.00;1.00;1.00;13.67;13.67;1.00;4.00
37;Kilimani;45.00;0.00;5.00;88.00;0.00;45.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;1.00;1.00;1.00;12.67;12.67;1.00;3.00
37;Kilimani;50.00;0.00;1.00;96.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;50.00;1.00;1.00;1.00;12.00;12.00;1.00;4.00
38;Kilimani;70.00;0.00;0.00;92.00;0.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;20.33;20.33;1.23;3.00
38;Kilimani;75.00;0.00;0.00;96.00;0.00;75.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;22.33;22.33;1.30;4.00
38;Kilimani;68.00;0.00;0.00;84.00;0.00;68.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.00;1.00;1.00;1.00;18.33;18.33;1.30;4.00
38;Kilimani;70.00;0.00;0.00;96.00;0.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;15.67;15.67;1.30;3.00
38;Kilimani;70.00;0.00;0.00;88.00;0.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;18.33;18.33;1.30;4.00
38;Kilimani;68.00;0.00;0.00;104.00;0.00;68.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;32.00;1.00;1.00;1.00;16.33;16.33;1.30;4.00
38;Kilimani;73.00;0.00;2.00;108.00;0.00;73.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.00;1.00;1.00;1.00;18.33;18.33;1.30;3.00
38;Kilimani;76.00;0.00;0.00;104.00;0.00;76.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.00;1.00;1.00;1.00;25.00;25.00;1.30;3.00
38;Kilimani;75.00;0.00;0.00;84.00;0.00;75.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;20.00;20.00;1.30;3.00
38;Kilimani;67.00;0.00;0.00;112.00;0.00;67.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;33.00;1.00;1.00;1.00;19.00;19.00;1.30;4.00
38;Kilimani;65.00;0.00;0.00;100.00;0.00;65.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;19.33;19.33;1.30;3.00
38;Kilimani;65.00;0.00;2.00;92.00;0.00;65.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;22.00;22.00;1.30;4.00
38;Kilimani;90.00;0.00;0.00;104.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;20.33;20.33;1.30;3.00
38;Kilimani;65.00;0.00;0.00;100.00;0.00;65.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;21.33;21.33;1.30;3.00
38;Kilimani;70.00;0.00;0.00;96.00;0.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;19.33;19.33;1.30;3.00
38;Kilimani;70.00;0.00;1.00;116.00;0.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;17.33;17.33;1.30;4.00
38;Kilimani;60.00;0.00;0.00;84.00;0.00;60.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;20.00;20.00;1.30;4.00
38;Kilimani;65.00;0.00;0.00;96.00;0.00;52.00;0.00;0.00;0.00;0.00;13.00;0.00;0.00;35.00;2.00;1.47;0.74;17.67;17.67;1.30;4.00
38;Kilimani;75.00;0.00;1.00;108.00;0.00;75.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;18.00;18.00;1.30;4.00
38;Kilimani;67.00;0.00;1.00;92.00;0.00;53.60;0.00;0.00;0.00;0.00;13.40;0.00;0.00;33.00;2.00;1.47;0.74;19.67;19.67;1.30;3.00
38;Kilimani;73.00;0.00;0.00;96.00;0.00;58.40;0.00;0.00;0.00;0.00;14.60;0.00;0.00;27.00;2.00;1.47;0.74;19.67;19.67;1.30;4.00
38;Kilimani;70.00;0.00;0.00;116.00;0.00;70.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;18.00;18.00;1.30;4.00
39;Kilimani;80.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;24.00;24.00;1.20;3.00
39;Kilimani;80.00;0.00;0.00;120.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;22.67;22.67;1.20;3.00
39;Kilimani;80.00;0.00;1.00;100.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;27.00;27.00;1.20;3.00
39;Kilimani;85.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;85.00;0.00;0.00;0.00;0.00;15.00;1.00;1.00;1.00;22.00;22.00;1.20;3.00
39;Kilimani;83.00;0.00;1.00;96.00;0.00;0.00;0.00;0.00;66.40;0.00;16.60;0.00;0.00;17.00;2.00;1.47;0.74;23.67;23.67;1.20;4.00
39;Kilimani;80.00;0.00;2.00;92.00;0.00;0.00;0.00;0.00;64.00;0.00;16.00;0.00;0.00;20.00;2.00;1.47;0.74;22.33;22.33;1.20;3.00
39;Kilimani;82.00;0.00;1.00;100.00;0.00;0.00;0.00;0.00;65.60;0.00;16.40;0.00;0.00;18.00;2.00;1.47;0.74;22.67;22.67;1.20;3.00
39;Kilimani;78.00;0.00;2.00;104.00;0.00;0.00;0.00;0.00;62.40;0.00;15.60;0.00;0.00;22.00;2.00;1.47;0.74;20.00;20.00;1.20;4.00
39;Kilimani;80.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;23.00;23.00;1.20;4.00
39;Kilimani;85.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;85.00;0.00;0.00;0.00;0.00;15.00;1.00;1.00;1.00;21.67;21.67;1.20;4.00
39;Kilimani;80.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;25.67;25.67;1.20;3.00
39;Kilimani;80.00;0.00;1.00;124.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;23.33;23.33;1.20;4.00
39;Kilimani;85.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;85.00;0.00;0.00;0.00;0.00;15.00;1.00;1.00;1.00;25.00;25.00;1.20;3.00
39;Kilimani;90.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;90.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;1.00;21.33;21.33;1.20;4.00
39;Kilimani;85.00;0.00;0.00;116.00;0.00;0.00;0.00;0.00;85.00;0.00;0.00;0.00;0.00;15.00;1.00;1.00;1.00;27.00;27.00;1.20;4.00
39;Kilimani;83.00;0.00;1.00;108.00;0.00;0.00;0.00;0.00;66.40;0.00;16.60;0.00;0.00;17.00;2.00;1.47;0.74;24.67;24.67;1.20;4.00
39;Kilimani;88.00;0.00;1.00;124.00;0.00;0.00;0.00;0.00;70.40;0.00;17.60;0.00;0.00;12.00;2.00;1.47;0.74;20.67;20.67;1.20;3.00
39;Kilimani;85.00;0.00;1.00;96.00;0.00;0.00;0.00;0.00;68.00;0.00;17.00;0.00;0.00;15.00;2.00;1.47;0.74;24.33;24.33;1.20;3.00
39;Kilimani;80.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;24.00;24.00;1.20;2.00
39;Kilimani;80.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;23.00;23.00;1.20;3.00
39;Kilimani;80.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;20.00;1.00;1.00;1.00;21.00;21.00;1.20;3.00
39;Kilimani;82.00;0.00;0.00;116.00;0.00;0.00;0.00;0.00;82.00;0.00;0.00;0.00;0.00;18.00;1.00;1.00;1.00;23.33;23.33;1.20;3.00
40;Kilimani;75.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;75.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;16.67;16.67;1.20;3.00
40;Kilimani;75.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;75.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;14.67;14.67;1.20;2.00
40;Kilimani;73.00;0.00;0.00;88.00;0.00;0.00;0.00;0.00;73.00;0.00;0.00;0.00;0.00;27.00;1.00;1.00;1.00;15.00;15.00;1.20;3.00
40;Kilimani;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40;Kilimani;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40;Kilimani;70.00;0.00;1.00;80.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;15.33;15.33;1.20;4.00
40;Kilimani;72.00;0.00;1.00;104.00;0.00;0.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;28.00;1.00;1.00;1.00;17.67;17.67;1.20;4.00
40;Kilimani;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40;Kilimani;70.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;15.33;15.33;1.20;3.00
40;Kilimani;75.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;75.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;19.67;19.67;1.20;3.00
40;Kilimani;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40;Kilimani;70.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;13.33;13.33;1.20;4.00
40;Kilimani;68.00;0.00;0.00;112.00;0.00;0.00;0.00;0.00;68.00;0.00;0.00;0.00;0.00;32.00;1.00;1.00;1.00;17.33;17.33;1.20;4.00
40;Kilimani;70.00;0.00;1.00;100.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;16.33;16.33;1.20;3.00
40;Kilimani;70.00;0.00;0.00;108.00;0.00;0.00;0.00;0.00;70.00;0.00;0.00;0.00;0.00;30.00;1.00;1.00;1.00;15.67;15.67;1.20;3.00
40;Kilimani;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40;Kilimani;72.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;28.00;1.00;1.00;1.00;17.33;17.33;1.20;4.00
40;Kilimani;67.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;67.00;0.00;0.00;0.00;0.00;33.00;1.00;1.00;1.00;17.00;17.00;1.20;4.00
40;Kilimani;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
40;Kilimani;73.00;0.00;1.00;108.00;0.00;0.00;0.00;0.00;73.00;0.00;0.00;0.00;0.00;27.00;1.00;1.00;1.00;18.00;18.00;1.20;4.00
40;Kilimani;75.00;0.00;0.00;104.00;0.00;0.00;0.00;0.00;75.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;14.67;14.67;1.20;3.00
40;Kilimani;75.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;75.00;0.00;0.00;0.00;0.00;25.00;1.00;1.00;1.00;16.33;16.33;1.20;3.00
41;Kilimani;60.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;48.00;0.00;0.00;12.00;0.00;40.00;2.00;1.47;0.74;13.33;13.33;1.20;3.00
41;Kilimani;63.00;0.00;0.00;96.00;0.00;0.00;0.00;0.00;50.40;0.00;0.00;12.60;0.00;37.00;2.00;1.47;0.74;12.33;12.33;1.20;4.00
41;Kilimani;60.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;42.00;0.00;0.00;18.00;0.00;40.00;2.00;1.72;0.86;12.33;12.33;1.20;4.00
41;Kilimani;65.00;0.00;1.00;96.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;10.00;10.00;1.20;3.00
41;Kilimani;30.00;0.00;0.00;48.00;0.00;0.00;0.00;0.00;30.00;0.00;0.00;0.00;0.00;70.00;1.00;1.00;1.00;10.33;10.33;1.20;3.00
41;Kilimani;38.00;0.00;0.00;56.00;0.00;0.00;0.00;0.00;38.00;0.00;0.00;0.00;0.00;62.00;1.00;1.00;1.00;13.67;13.67;1.20;3.00
41;Kilimani;60.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;10.67;10.67;1.20;4.00
41;Kilimani;65.00;0.00;1.00;72.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;10.00;10.00;1.20;4.00
41;Kilimani;60.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;12.00;12.00;1.20;4.00
41;Kilimani;60.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;60.00;0.00;0.00;0.00;0.00;40.00;1.00;1.00;1.00;12.00;12.00;1.20;4.00
41;Kilimani;65.00;0.00;0.00;76.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;12.00;12.00;1.20;5.00
41;Kilimani;60.00;0.00;2.00;92.00;0.00;0.00;0.00;0.00;54.00;0.00;0.00;6.00;0.00;40.00;2.00;1.22;0.61;11.00;11.00;1.20;4.00
41;Kilimani;65.00;0.00;0.00;100.00;0.00;0.00;0.00;0.00;52.00;0.00;0.00;13.00;0.00;35.00;2.00;1.47;0.74;12.67;12.67;1.20;3.00
41;Kilimani;63.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;56.70;0.00;0.00;6.30;0.00;37.00;2.00;1.22;0.61;10.33;10.33;1.20;3.00
41;Kilimani;62.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;43.40;0.00;0.00;18.60;0.00;38.00;2.00;1.72;0.86;10.67;10.67;1.20;3.00
41;Kilimani;65.00;0.00;0.00;84.00;0.00;0.00;0.00;0.00;65.00;0.00;0.00;0.00;0.00;35.00;1.00;1.00;1.00;11.00;11.00;1.20;4.00
41;Kilimani;35.00;0.00;0.00;52.00;0.00;0.00;0.00;0.00;35.00;0.00;0.00;0.00;0.00;65.00;1.00;1.00;1.00;11.00;11.00;1.20;3.00
